alpha values -
1.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	
0.00000000000000000000000000000000e+000	1.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	
0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	1.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	
0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	1.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	
0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	4.81213237935864850000000000000000e-001	1.94926469218440480000000000000000e-002	
0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	2.31566180364719280000000000000000e-031	3.03375815419287160000000000000000e-002	
0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	1.11432711449747060000000000000000e-061	1.82382376329444590000000000000000e-003	
0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	5.36228958887057140000000000000000e-092	1.09643977881370800000000000000000e-004	
0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	2.58040473581018530000000000000000e-122	6.59153703751236760000000000000000e-006	
0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	1.24172491810425920000000000000000e-152	1.98133820737087040000000000000000e-007	
0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	5.97534468466597290000000000000000e-183	5.95566871527307020000000000000000e-009	
0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	2.87541496349097220000000000000000e-213	6.71326386519893220000000000000000e-010	
0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	1.38368774499072750000000000000000e-243	7.56722945455493190000000000000000e-011	
0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	6.65848860059163270000000000000000e-274	1.25515943196863920000000000000000e-011	
0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	3.20415285924974530000000000000000e-304	2.08190488886463380000000000000000e-012	
0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	3.45320909510303460000000000000000e-013	
0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	5.72776072446106000000000000000000e-014	
0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	9.50050866111824870000000000000000e-015	
0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	1.57582813183027340000000000000000e-015	
0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	2.61379089230302630000000000000000e-016	
0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	4.33543651790961220000000000000000e-017	
0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	7.19109162717410510000000000000000e-018	
0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	0.00000000000000000000000000000000e+000	1.19277029145261330000000000000000e-018	
